delta_power,theta_power,alpha_power,beta_power,gamma_power,std_dev,skewness,hjorth_activity,hjorth_mobility,hjorth_complexity,delta_beta_ratio,alpha_delta_ratio,shannon_entropy,label
-0.6477903502638704,-0.6378683074771409,-0.6366276177693806,-0.6363499864161346,-0.6362367229693957,-0.0015513045618983595,-0.07936697061324595,-0.4201937169750946,0.5156252386036956,4.0433037870290605,-1.24802119272097,0.20391851060933924,0.8361056248437485,Sleep stage W
-0.6492650468742464,-0.6415434518756941,-0.6405056576111953,-0.6402729345790891,-0.6401808033869427,-0.5705828314536416,-0.34799199179982143,-0.6404095530312972,0.37475425901145776,2.1492933506743315,-0.6552147392258832,0.18690538001380877,0.8361056248437485,Sleep stage W
-0.6493584795670604,-0.6417791235169371,-0.640756515678719,-0.6405271618586219,-0.6404367844141852,-0.669405177092491,0.625353053457011,-0.6509850025797991,0.08575244650129876,1.1565176130829122,-0.27935143962256365,-0.06118912688329667,0.8361056248437485,Sleep stage W
-0.6492672547848338,-0.6417869125874652,-0.6407604485852663,-0.6405302389324472,-0.6404384588016705,-0.6883507121344138,-2.047103393358976,-0.6520777285415151,0.6168849167800369,0.4052468452241977,-0.0007237030387182487,0.1666713708817449,-0.2730284121959196,Sleep stage W
-0.6495923090884015,-0.6419093648999505,-0.640884220934723,-0.6406542763220456,-0.6405581548175263,-0.7001825548673501,0.3888725828419651,-0.6526072600796824,0.8952201534469855,0.8891265119493166,-0.6318880157472966,0.8980533539037886,0.8361056248437485,Sleep stage W
-0.6497063292939921,-0.6420112685805635,-0.6409871364267975,-0.6407574572004149,-0.6406662795904565,-0.7186724947642024,-1.1342569200724568,-0.6532553653529205,0.7004638035204303,1.285805797810664,-0.7534374978584435,0.04818029683344872,-4.019066234707609,Sleep stage W
-0.6495485139771244,-0.6419034695939133,-0.6408767561400728,-0.6406464834712635,-0.6405515841448333,-0.7083090689349528,-1.2739050575839617,-0.6529731017933307,0.5132979325533256,0.29720847783513066,-0.48233727516051766,0.8590907734551013,-0.2730284121959196,Sleep stage W
-0.6495705910289993,-0.6420132253967199,-0.6409912835687412,-0.640762048823093,-0.6406679723040557,-0.7218428550215293,-0.749848667447809,-0.6532720185416726,1.3542461422062282,-0.27542384173919987,0.03537837705156119,0.745207120753415,-1.3821624492355877,Sleep stage W
-0.6494375225463428,-0.6418932474839529,-0.6408676049479818,-0.6406375177872866,-0.6405387682495806,-0.7071175693777085,-0.9162802554654457,-0.6528625676433623,0.854727508616381,0.6578985471418095,-0.10242089057170065,1.4962955049433613,-0.2730284121959196,Sleep stage W
-0.6497119687147158,-0.6419685634139155,-0.6409445095225184,-0.6407146865778719,-0.6406018038882544,-0.7137542694283127,1.4852134607323781,-0.6530695680844943,1.3445891546356126,-0.25674573099281883,-0.945727650350614,1.4113050323000405,0.8361056248437485,Sleep stage W
-0.6496157681996618,-0.6418700340987453,-0.6408437062676209,-0.6406134036394966,-0.6405001498832142,-0.7158862974185962,-0.6468996206040826,-0.6531285369872606,1.3463364547491155,-0.43835934755665246,-0.8443646047898566,1.6587164539566344,-0.2730284121959196,Sleep stage W
-0.6496517640305526,-0.6419798860400827,-0.6409556526318704,-0.6407259068875636,-0.6406307356455347,-0.718284659960736,0.83958617267819,-0.6531896336758068,0.727403822460358,0.531330771890307,-0.6106184781690712,0.6875766992812903,0.8361056248437485,Sleep stage W
-0.6494789956170367,-0.6419403073480469,-0.6409173656127741,-0.6406878459262791,-0.6405882554199721,-0.715288102997739,-0.9660665121585047,-0.6531120769311731,0.7662066039247655,0.018298326274402678,-0.005452997827505146,0.5957334551365138,-1.3821624492355877,Sleep stage W
-0.6495858997783175,-0.6418961798451266,-0.6408737851331172,-0.6406444919674994,-0.6405541676064223,-0.7164904677315154,-2.1889195477707033,-0.6531441098466068,0.33492547127641825,0.6443606711924577,-0.6409495906017645,0.04891110174679315,0.8361056248437485,Sleep stage W
-0.649510284017844,-0.6419301288912587,-0.6409077138557422,-0.6406783966045757,-0.6405868204985237,-0.7164905359468857,-2.001464268485826,-0.6531440649926676,0.0688092061660467,1.075988026148302,-0.19237845768481865,0.5284389910681321,-0.2730284121959196,Sleep stage W
-0.649537463907077,-0.6419945585246197,-0.6409740148444137,-0.6407450080758377,-0.6406429336843655,-0.7100762404886349,0.095264500158601,-0.6529594318059844,0.3801758022296516,0.2916831529623359,0.08861267219139869,1.082234744006429,0.8361056248437485,Sleep stage W
-0.6497058510866945,-0.6420130772153132,-0.640990934641405,-0.6407616713201779,-0.6406680485962083,-0.7239796018806945,-0.5091652701523655,-0.6533163461787463,1.0123963195226469,0.27821568456204787,-0.7337420851145388,0.9743110254636561,0.8361056248437485,Sleep stage W
-0.6495479603364904,-0.6419397497997513,-0.6409160361162067,-0.6406864190856726,-0.6405935601981051,-0.7145573152091423,-0.425244908884703,-0.653092204497015,0.8953623874882418,0.4217815251730648,-0.3144025217827109,0.3795927095079939,0.8361056248437485,Sleep stage W
-0.6494377834559455,-0.6419280385528882,-0.640903237691405,-0.6406733688064352,-0.6405793385755802,-0.7111487833175494,-2.072920170440413,-0.6529928468426566,0.9806748212860456,0.2451265691848284,0.08593841024870355,0.5358284882577613,-1.3821624492355877,Sleep stage W
-0.6496469137212726,-0.6419196882388608,-0.6408933401100729,-0.64066315668882,-0.6405694160206513,-0.7149622150730373,0.6860190111824478,-0.653103388488235,0.5497407010115394,0.9453231025267422,-0.8217126360128301,0.38268525948731436,0.8361056248437485,Sleep stage W
-0.6496663126854074,-0.6420265186527838,-0.6410037334990688,-0.6407742959451161,-0.6406775310856848,-0.7210159012317284,-0.17475319867144368,-0.6532537976277217,1.487771433873025,-0.6281902050812785,-0.4361333563388943,-0.5850419822818663,-0.2730284121959196,Sleep stage W
-0.649466828820598,-0.6419246114927255,-0.6408988847385602,-0.6406685393577655,-0.6405384477374452,-0.7131452682235693,-0.011739587815637024,-0.6530522325763735,1.20817857695785,-0.9381651970143552,-0.060283407555800125,1.0551324914332532,0.8361056248437485,Sleep stage W
-0.6496072008612365,-0.6419825090999224,-0.6409559750495654,-0.6407257167658533,-0.6406299416125323,-0.7168167413788611,-0.7887770707639723,-0.653152798596925,0.4970904780002808,0.8672960944392117,-0.390764263990696,0.49123476741424627,-0.2730284121959196,Sleep stage W
-0.649314791068239,-0.6418561979943602,-0.6408300638969057,-0.6405997906058543,-0.6404905591455934,-0.7095670951877748,-1.3970628236501303,-0.6529432695158207,1.081666119314981,-0.278184418183016,0.15596146833324895,1.3107261420166243,-1.3821624492355877,Sleep stage W
-0.6493970012938014,-0.6418430911669493,-0.6408180254713303,-0.6405879570350378,-0.6404758999298413,-0.7140709169917199,-0.15335776173428495,-0.653078774423725,1.0292952209255262,-0.1459610240072096,-0.17590086637595517,1.405268673486402,0.8361056248437485,Sleep stage W
-0.6494389750970517,-0.6419100622346079,-0.6408847180325395,-0.6406544830972222,-0.6405327177590362,-0.701548682986972,0.3337955227821216,-0.6526606270523172,1.252549360697657,-0.16602724560615256,-0.022001283398987208,2.5742084457904943,0.8361056248437485,Sleep stage W
-0.6493078414547208,-0.6418456167588888,-0.6408243722995489,-0.6405950487780445,-0.6404677950454403,-0.7094084603321859,-0.5976679504040447,-0.6529382724632662,1.1818265345431067,-0.4929831968644626,0.1568810576621735,2.8371966347800543,-0.2730284121959196,Sleep stage W
-0.6494106249125331,-0.6418879460286057,-0.6408633546264672,-0.6406333472351488,-0.6405141363213174,-0.7119913076637844,-0.7340817613244478,-0.6530182027240611,1.0688160604167816,-0.6608293429918249,-0.020722402108361862,1.5219095799947095,0.8361056248437485,Sleep stage W
-0.6494269016641548,-0.641897025794865,-0.640874966985818,-0.6406457269409419,-0.6405539938134472,-0.714792096901331,1.062301269573232,-0.6530986406303101,0.4921124572528526,0.26802732655364864,-0.0215139448325074,-0.009936444073454707,-1.3821624492356026,Sleep stage W
-0.6494959518216515,-0.6419109600539594,-0.6408874821399893,-0.6406575056866878,-0.6404974631024387,-0.7134016285016982,0.012177446219633797,-0.6530595415293414,1.1338734934126966,-0.8262344271474947,-0.2333026596595085,2.391678890814948,-0.2730284121959196,Sleep stage W
-0.6494874100048035,-0.6418909839941366,-0.6408687049458293,-0.6406392903402182,-0.6405318968155949,-0.7163648381736393,0.44182589650550885,-0.6531410511321581,0.4004205403800488,-0.25183406711902623,-0.2833318999800579,1.3794210940028386,0.8361056248437485,Sleep stage W
-0.6494165824913496,-0.6419138812980825,-0.6408892949977861,-0.6406593196572232,-0.6405449750341732,-0.7110784205015237,-1.0801235223589674,-0.6529906241751869,0.8250711507838471,-0.5225033722002537,0.09316356131650758,1.574801394440792,-0.2730284121959196,Sleep stage W
-0.649423660787453,-0.6419626753683715,-0.6409434762095813,-0.640714867937925,-0.6406249370455626,-0.7185945954543581,0.7637305747031584,-0.6531974265637724,-0.584994946410597,1.2839108105394388,0.42961008262591294,-0.1546457627980271,0.8361056248437485,Sleep stage W
-0.6494936395742338,-0.6419486186258068,-0.640925245342205,-0.6406956470149693,-0.6405959069896499,-0.7118407989210659,0.818304103040563,-0.6530135947539907,0.3042072184536035,-0.0016148987120374624,-0.024584765565588432,0.8713376741807194,-0.2730284121959196,Sleep stage W
-0.6489971192036728,-0.6418176930589992,-0.6408046105349333,-0.6405770954310424,-0.6404619955129243,-0.7079897705734078,-0.083567358761696,-0.6528918921044393,0.8521929928955781,-0.22112840521607063,1.0847376468347645,1.5199524319354534,-0.2730284121959196,Sleep stage W
-0.6495392405803582,-0.6419625338720608,-0.6409388773474725,-0.6407090514112506,-0.6405849004145895,-0.7184651965295252,-0.6623004863306892,-0.6531941693999658,1.2322542837114792,-0.8854841370985459,-0.1542828122395048,1.1845882677353772,0.8361056248437485,Sleep stage W
-0.6495178822078769,-0.6419487728650846,-0.6409280865195097,-0.640698779277447,-0.6405462317230779,-0.7180146196377866,-1.2435553558149377,-0.6531831010678852,1.437079279635378,-1.1010001498619062,-0.11384480962246837,2.5485016010711887,0.8361056248437485,Sleep stage W
-0.6495642527687127,-0.6419032734100741,-0.6408788137491068,-0.6406484262069918,-0.640460669110194,-0.7099967505331191,0.7728684634162342,-0.6529570107880517,2.1916460948795677,-1.3668695160913469,-0.5405925262347763,3.3468368805688833,-0.2730284121959196,Sleep stage W
-0.6491158211275255,-0.6419749024492404,-0.6409570676899226,-0.640728672663123,-0.6406314228860626,-0.7120305690122898,0.028690606852134152,-0.6530195025136291,0.5542186308865529,0.0797240684878815,2.0840519756821845,0.7914393299556126,-1.3821624492355877,Sleep stage W
-0.6493286173356204,-0.6419506678733296,-0.6409304288519703,-0.6407011896900033,-0.6405597806279069,-0.7143265500628988,-0.030949848090685458,-0.6530856613365733,1.5251759832288396,-1.076291668042715,0.7642614191975492,2.723719748939895,-1.3821624492355877,Sleep stage W
-0.6492141945907717,-0.6419606942028502,-0.640941619344028,-0.6407126414585028,-0.6405647590815037,-0.7111470646314769,0.48700067495180954,-0.6529925826391232,1.5565869487655148,-0.7529575327158287,1.4084775245571415,2.2074955057379473,-0.2730284121959196,Sleep stage W
-0.649428667711357,-0.6419245693884872,-0.6409041731474747,-0.6406748869176059,-0.6405409314511837,-0.7146330770183593,0.10273444687324859,-0.6530941515276714,2.139707477932095,-1.3572376693955526,0.13552650897161847,1.8082700551162787,0.8361056248437485,Sleep stage W
-0.6495072349473581,-0.6419438695251983,-0.640921449502211,-0.6406920238994961,-0.6405839405000903,-0.7149360717143437,0.10511933864132901,-0.6531026639030937,1.2198662540011678,-0.42756951997941306,-0.10577293385133665,1.6345509519288595,0.8361056248437485,Sleep stage W
-0.6494159574315281,-0.6419037166760279,-0.6408813974830975,-0.6406520574116764,-0.6405556543999135,-0.7152636293770118,0.21022906956079723,-0.6531115031742799,0.9467309528288506,0.27992061371413435,0.05477687897186604,1.0599159394174544,-0.2730284121959196,Sleep stage W
-0.6488330393212388,-0.6419719202789773,-0.6409526886251692,-0.6407237761025358,-0.6405975907712121,-0.7086557321890644,-0.07039257078791192,-0.6529138178836816,1.5186714650302815,-0.5768944182045379,3.4115828467507057,2.564736101376864,0.8361056248437485,Sleep stage W
-0.6487642913876125,-0.6416515073888072,-0.6406258481031225,-0.6403957560642852,-0.640298205158257,-0.6999529416849565,-0.34241012848301505,-0.6525975522101899,0.8709712616722568,0.4938568093396842,0.7426928149873152,1.4662628591674378,0.8361056248437485,Sleep stage W
-0.6494040424664441,-0.641896643520946,-0.6408730854331504,-0.6406434811369535,-0.6405486493302558,-0.7054652457839294,-0.20997639669274235,-0.6528052278345384,-0.14026423348862216,0.7007035644764982,0.055169106301118084,1.4455361301869092,-0.2730284121959196,Sleep stage W
-0.6495419252437371,-0.6418937142213705,-0.6408699238257948,-0.6406402642669643,-0.6405465170278941,-0.7142461501400228,-0.5333915955123857,-0.6530834329061231,0.6612528915693644,-0.127441221468881,-0.48732393916956873,1.565894318986621,-0.2730284121959196,Sleep stage W
-0.6492665843709468,-0.6418258161194035,-0.6408028254187405,-0.6405733560715848,-0.6404811664620692,-0.7124215863001956,-0.3457933205368566,-0.6530308905663201,0.5374501853240339,-0.19354226122619678,0.18762032400353992,1.907662973240535,-0.2730284121959196,Sleep stage W
-0.6494246958685225,-0.6419223300790224,-0.6409020291509189,-0.6406731666714409,-0.6405824785221624,-0.7141253957413789,-1.4108926249467408,-0.6530799991835234,-0.06102594279024526,0.4099983709295071,0.1393710266862838,0.9031296888727999,-0.2730284121959196,Sleep stage W
-0.6493419800285825,-0.6418644195086356,-0.6408435607218843,-0.6406144495725413,-0.6405097091162942,-0.7112198990515345,-0.5926530212405504,-0.6529947872909616,0.4155967879895283,-0.7913371278338827,0.13455177185583458,1.6635694279939213,0.8361056248437485,Sleep stage W
-0.6493191087158534,-0.6418399440729554,-0.640818197290531,-0.6405890239671557,-0.6404980257197639,-0.7077156790011344,0.41443179888886783,-0.6528826392479268,0.022390697019696454,-0.08722573689719061,0.08857794495348033,-0.3919416035718455,-1.3821624492355877,Sleep stage W
-0.6495877570364702,-0.6419601968933533,-0.640937166877289,-0.6407077327005677,-0.6406169092459213,-0.7189367477053693,0.6929924610770521,-0.65320537188989,-1.059196588201105,0.9902673922936155,-0.3893255506455828,-0.4697935280670903,-0.2730284121959196,Sleep stage W
-0.649706134327993,-0.6420588038907824,-0.6410365076115416,-0.6408072170445045,-0.64071493982944,-0.7182810630444337,0.040215779145396036,-0.6531893682660461,-0.08127245340276323,0.025124556635025937,-0.47772971372378753,0.700471336488337,-0.2730284121959196,Sleep stage W
-0.6493864461865276,-0.6419308176457855,-0.6409107408378826,-0.6406819429333074,-0.6405924812113669,-0.7117959024202676,-1.9720300174854763,-0.6530122379303874,-0.10042640436827552,0.015170032946219554,0.3575991105838922,0.5075348792030473,-1.8007981606282735,Sleep stage W
-0.6495504036716025,-0.642029332517496,-0.6410092319585536,-0.6407804358358004,-0.6406913850629775,-0.7201477716080609,-0.8008271028371861,-0.653234033981043,0.06074881979935582,-0.40775209189931916,0.3118640682310441,-0.0034748125528136706,0.8361056248437485,Sleep stage W
-0.6494469682778732,-0.6419463977211709,-0.6409242821561782,-0.6406950473168586,-0.640606200116429,-0.7173060046596516,1.9812819136530313,-0.6531649518791507,-0.534778875965134,-0.20981015130125644,0.1800088278497104,0.4344908703470419,-0.2730284121959196,Sleep stage W
-0.6494179242512,-0.6419491827346693,-0.6409284851283895,-0.6406995487479142,-0.6406105055133341,-0.7179445214158402,0.21589480747195744,-0.6531814068152993,-0.49466089528660845,-0.20797226845775305,0.3417177116232602,0.9942101960175526,0.8361056248437485,Sleep stage W
-0.6493471499921025,-0.6419576909507982,-0.6409353245553607,-0.6407060095371228,-0.6406145593434271,-0.7137557463421478,0.7724054263270097,-0.6530695570042381,-0.4693628187246625,0.6101952947958397,0.7168946519337059,0.3895004504205132,0.8361056248437485,Sleep stage W
-0.64948838375058,-0.6419918564061277,-0.6409687847132861,-0.6407393425132202,-0.6406495828786946,-0.7187102996097757,0.7030066457948093,-0.6531999472520544,-0.4319173934638351,0.43792588583207653,0.3017524290239065,-0.1086644570852078,-1.3821624492355877,Sleep stage W
-0.6496338009793162,-0.641915049769351,-0.640889492121355,-0.640659508920201,-0.6405696995363015,-0.717359790707522,1.0208109374822267,-0.6531665166574697,0.0759237427900752,-0.31762957249660123,-0.7801839583998033,0.2901891833168037,-0.2730284121959196,Sleep stage W
-0.6494944060123693,-0.6420182682507629,-0.6409985320780673,-0.6407698143940416,-0.6406806145604647,-0.7228414990092339,-0.8395897607974152,-0.6532931208189737,-0.23728668250286958,-0.5058052048287536,0.5429050745471832,0.10992107237466889,0.8361056248437485,Sleep stage W
-0.6493886254813336,-0.6419894988734025,-0.6409692086856497,-0.6407403705188137,-0.6406513724441637,-0.7185217210155316,-0.22110865721166065,-0.6531953458820196,-0.4205223349437709,-0.48516809656397974,0.830749978630729,1.09310679186427,0.8361056248437485,Sleep stage W
-0.6495295989367297,-0.6419992230157671,-0.6409768486650997,-0.6407475627657373,-0.6406579729450697,-0.7169395366246221,-1.147454542738474,-0.6531558130037816,-0.46642815243031366,-0.5074113620261232,0.14909824897553026,0.3749391315874996,-0.2730284121959196,Sleep stage W
-0.6491998252096578,-0.6418816368591388,-0.6408626609841126,-0.6406341111733028,-0.6405453456399212,-0.7128513845634078,-0.4964697059936295,-0.6530432994858354,-0.5655085287173982,-0.012011894636378447,0.7723161718622056,0.09170449426385298,0.8361056248437485,Sleep stage W
-0.6495089187036543,-0.6419590765606374,-0.6409370252783891,-0.6407077975682132,-0.64061857013568,-0.7180424172155867,0.1606258220753497,-0.653183825979647,-0.28118397688595165,-0.6237963219956714,-0.021586814543983736,1.2210325833364175,-0.2730284121959196,Sleep stage W
-0.6496221203448713,-0.6419705388074539,-0.6409462850573958,-0.6407165937776473,-0.6406274096016905,-0.7179212351694749,-0.21403990829316072,-0.653180610076399,-0.3930408931380689,-0.52975982236617,-0.5090776543640718,0.7345635251398739,-0.2730284121959196,Sleep stage W
-0.6496211363692473,-0.6419553474272238,-0.6409318062886578,-0.6407021972517022,-0.6406011365303814,-0.7117926364618103,-0.9114644455498344,-0.6530122648165384,-0.02580726353248575,-0.7435245977819732,-0.5686107884593601,0.6684168333465407,0.8361056248437485,Sleep stage W
-0.6494893810671567,-0.6419342718741459,-0.6409120593026316,-0.6406828021880051,-0.6405925270833448,-0.7153925619389448,-0.975081533510821,-0.6531148747533563,-0.6187376861251004,-0.1935943336330844,-0.07966318540228311,0.8134783268110306,0.8361056248437485,Sleep stage W
-0.6494264402679236,-0.6420271238024617,-0.641004795950674,-0.6407755191150011,-0.6406855887205998,-0.7155499411986057,-0.08926493694180897,-0.6531191089382329,-0.6871676741066858,-0.2682896087858481,1.0092455474944602,0.052357937712773174,0.8361056248437485,Sleep stage W
-0.6492404720871904,-0.6419416237681921,-0.6409186728649168,-0.6406892562723799,-0.6405999301156297,-0.7151192818372657,-1.1861096612968085,-0.6531074122526871,-0.8829487480563236,-0.09655328136651357,1.0496063085872378,0.42097618626035577,-0.2730284121959196,Sleep stage W
-0.6493423869837921,-0.6418890319149954,-0.6408641706510962,-0.6406342994335111,-0.6405414772415593,-0.70557188596587,0.2882279203754801,-0.6528089549581435,-0.5602013981967481,-0.20314438491457307,0.23905266865549057,0.5890003288699374,0.8361056248437485,Sleep stage W
-0.6493867613698328,-0.6418266679982072,-0.6407962639339533,-0.6405652049552011,-0.6404734163484782,-0.7085791840251809,-1.9299326955671499,-0.6529112689593412,-1.0725168562999499,0.375968037009866,-0.23160856520367393,-0.10599473256438278,0.8361056248437485,Sleep stage W
-0.6489090302765711,-0.6418826759306533,-0.640860186303588,-0.6406308667863072,-0.6405413849271411,-0.7088316589729825,-0.9122942761309157,-0.652919462092671,-0.6767007532890738,-0.005710792062137641,1.830749832213774,-0.27922935083977757,0.8361056248437485,Sleep stage W
-0.6496522479038482,-0.6419514013977295,-0.6409268821099952,-0.6406971464595814,-0.6406084850509646,-0.7134509616982061,1.8132292530440273,-0.6530608365720636,-0.778260068917461,-0.1725104571727661,-0.7302947207270472,-0.9724885246696133,-1.3821624492355877,Sleep stage W
-0.6492059755519918,-0.641915197131416,-0.6408926114943864,-0.6406632386504835,-0.6405686809982629,-0.7131212256525105,-0.99408660745307,-0.6530515386127187,-1.1346806650934402,0.6714690154248977,0.9704110216579828,0.5747335651582726,0.8361056248437485,Sleep stage W
-0.6495810643330324,-0.6420033867959957,-0.6409791019279202,-0.6407493987189306,-0.6406592273786826,-0.7155321822185493,0.06336027878159221,-0.6531185668651285,-0.9582889700036784,-0.49305902387255834,-0.11442802562711564,0.3604959701415003,0.8361056248437485,Sleep stage W
-0.6495977275672397,-0.6419158889841174,-0.6408914074738071,-0.640661655530601,-0.6405713562859086,-0.7177439116063983,-0.5675928336219392,-0.6531761244808809,-0.5179432740531412,-0.6936546869983284,-0.6274368168505333,0.5985065847922313,0.8361056248437485,Sleep stage W
-0.6494255902522109,-0.641895289789508,-0.640870721957299,-0.6406408449694501,-0.640539412281647,-0.7154682129688253,0.4862478196303109,-0.6531170581547225,-0.9058524495358746,-0.25371503705406073,-0.04068241128655127,0.8216855951928659,0.8361056248437485,Sleep stage W
-0.6495314008436829,-0.6419716435172602,-0.6409482468586671,-0.6407187092616137,-0.6406260145898834,-0.7164129550870793,-0.7987968033981492,-0.6531422407771876,-0.310494210740237,-0.14274498353786533,-0.060495099067521714,0.5681004457549429,-1.3821624492355877,Sleep stage W
-0.6492385664465807,-0.6420171291236676,-0.640993330664927,-0.6407637228981354,-0.6406724973208321,-0.7139404750490129,-1.2793758191958884,-0.6530748341459227,-0.21388788619866408,-1.0171977166963257,1.9441305401351379,-0.004295555916687091,-1.3821624492355877,Sleep stage W
-0.6491057171314152,-0.6418282304580726,-0.6408018007574103,-0.6405715811771131,-0.6404794572656826,-0.6961872874282832,-2.192181183977539,-0.6524410558651853,0.49051187352070946,-1.082787218273016,0.6966500959126759,0.21472174261138863,-4.019066234707609,Sleep stage W
-0.6494494744861246,-0.6419855824096786,-0.6409657819375051,-0.6407370460582127,-0.6406471421455633,-0.7153952311049095,-1.321202253838254,-0.6531151242696321,-0.20326562722621003,-0.467111271271555,0.48406472978808535,0.32327641170515065,0.8361056248437485,Sleep stage W
-0.6496222336708396,-0.641972275288448,-0.6409469179484429,-0.6407169534517632,-0.6406247844011644,-0.7120265991045408,-0.481669912917141,-0.6530195315135328,0.008327765354741728,0.022180748026599226,-0.5078198823197236,0.17778567827901437,0.8361056248437485,Sleep stage W
-0.6495810608119336,-0.6419314927355191,-0.6409098391593985,-0.6406806806153422,-0.6405879875311515,-0.7113367838728399,-0.8845792199592911,-0.6529989059733747,-0.4614005051298257,-0.11414589563538437,-0.4833292704203706,0.7594838640045982,0.8361056248437485,Sleep stage W
-0.64948676794,-0.6420082213440333,-0.6409847241206027,-0.6407551696930556,-0.6406636478011066,-0.7152625271255124,-1.4040909509578894,-0.6531114765122079,-0.2905083499996784,-0.565183166020034,0.44616596706038647,-0.2116605871402764,0.8361056248437485,Sleep stage W
-0.6494480624737428,-0.6419711425202314,-0.6409483409352479,-0.640718963175372,-0.6406297844337692,-0.7156850028594579,-1.065514922731575,-0.6531227429882676,-0.6816272919142381,-0.33308514788044896,0.3440103347415578,0.026042200794110078,0.8361056248437485,Sleep stage W
-0.6491152642940469,-0.6419077099689934,-0.6408841278794939,-0.640654566921505,-0.64056522468545,-0.7096744413496855,-1.527185590125485,-0.6529467122761612,-0.6726209350499565,-0.28814018825285487,1.2602668656764924,0.29410228607550326,-0.2730284121959196,Sleep stage W
-0.6493196708806656,-0.6419634275708654,-0.640940099215719,-0.6407105891409682,-0.6406209713898253,-0.7108038333797709,-1.410261674626723,-0.6529822388657044,-0.7221653173879465,-0.33770552267744053,0.8856905852492436,0.6822202486710457,-0.2730284121959196,Sleep stage W
-0.6495688498997565,-0.6419405028567184,-0.6409183493772784,-0.640689099257354,-0.6405995147341931,-0.7168204545083877,-1.3242802529678483,-0.6531527014943694,-0.5894457332661426,-0.451755897023261,-0.39306580299224547,1.2116204901849055,-1.3821624492356026,Sleep stage W
-0.6492900600172143,-0.6418617180643441,-0.6408386171222298,-0.640609152897173,-0.6405196832801886,-0.711592006470145,-1.157636926779589,-0.6530060818821122,-0.629069092265755,-0.4042437380566113,0.2898380258192034,1.1618078518013664,0.8361056248437485,Sleep stage W
-0.6496166641738071,-0.6419930610791967,-0.6409699077933912,-0.6407404051037086,-0.6406481483226033,-0.7140164372550362,-1.3944165420103423,-0.6530774094437211,-0.6283018227464748,-0.4195750416544282,-0.35890353319223556,2.756168613269,-0.2730284121959196,Sleep stage W
-0.6493765821771124,-0.6420322050124576,-0.6410124471700762,-0.6407836597173956,-0.6406872118232717,-0.7131487487100039,-0.37620990173140445,-0.653052198825108,0.630095579210144,-0.8870556313652728,1.423505124763958,1.1463151645231067,-1.3821624492355877,Sleep stage W
